antecedent,consequent,support,confidence
"('Running Shoe', 'Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,1.0
"('Running Shoe', 'Swimming Shirt', 'Tech Pants')","('Rash Guard',)",0.25,1.0
"('Running Shoe', 'Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,1.0
"('Soccer Shoe', 'Socks')","('Modern Pants',)",0.25,1.0
"('Soccer Shoe', 'Socks')","('Sweatshirts',)",0.25,1.0
"('Soccer Shoe', 'Socks')","('Modern Pants', 'Sweatshirts')",0.25,1.0
"('Soccer Shoe', 'Socks', 'Sweatshirts')","('Modern Pants',)",0.25,1.0
"('Soccer Shoe', 'Sweatshirts')","('Modern Pants',)",0.25,1.0
"('Soccer Shoe', 'Sweatshirts')","('Socks',)",0.25,1.0
"('Soccer Shoe', 'Sweatshirts')","('Modern Pants', 'Socks')",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Hoodies',)",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Rash Guard',)",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies')",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,1.0
"('Soccer Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')",0.25,1.0
"('Socks', 'Swimming Shirt')","('Sweatshirts',)",0.25,1.0
"('Sweatshirts', 'Swimming Shirt')","('Socks',)",0.25,1.0
"('Socks',)","('Sweatshirts',)",0.6,0.923076923076923
"('Sweatshirts',)","('Socks',)",0.6,0.923076923076923
"('Running Shoe', 'Socks')","('Sweatshirts',)",0.5,0.9090909090909091
"('Running Shoe', 'Sweatshirts')","('Socks',)",0.5,0.9090909090909091
"('Swimming Shirt',)","('Rash Guard',)",0.5,0.9090909090909091
"('Dry Fit V-Nick',)","('Swimming Shirt',)",0.45,0.9
"('Dry Fit V-Nick',)","('Rash Guard', 'Swimming Shirt')",0.45,0.9
"('Dry Fit V-Nick', 'Rash Guard')","('Swimming Shirt',)",0.45,0.9
"('Modern Pants',)","('Running Shoe',)",0.45,0.9
"('Modern Pants',)","('Socks',)",0.45,0.9
"('Modern Pants',)","('Running Shoe', 'Sweatshirts')",0.45,0.9
"('Modern Pants',)","('Socks', 'Sweatshirts')",0.45,0.9
"('Modern Pants', 'Sweatshirts')","('Running Shoe',)",0.45,0.9
"('Modern Pants', 'Sweatshirts')","('Socks',)",0.45,0.9
"('Rash Guard', 'Swimming Shirt')","('Dry Fit V-Nick',)",0.45,0.9
"('Modern Pants', 'Running Shoe')","('Socks',)",0.4,0.888888888888889
"('Modern Pants', 'Running Shoe')","('Socks', 'Sweatshirts')",0.4,0.888888888888889
"('Modern Pants', 'Running Shoe', 'Sweatshirts')","('Socks',)",0.4,0.888888888888889
"('Modern Pants', 'Socks')","('Running Shoe',)",0.4,0.888888888888889
"('Modern Pants', 'Socks')","('Running Shoe', 'Sweatshirts')",0.4,0.888888888888889
"('Modern Pants', 'Socks', 'Sweatshirts')","('Running Shoe',)",0.4,0.888888888888889
"('Rash Guard', 'Tech Pants')","('Dry Fit V-Nick',)",0.4,0.888888888888889
"('Rash Guard', 'Tech Pants')","('Hoodies',)",0.4,0.888888888888889
"('Tech Pants',)","('Dry Fit V-Nick',)",0.4,0.888888888888889
"('Tech Pants',)","('Hoodies',)",0.4,0.888888888888889
"('Tech Pants',)","('Dry Fit V-Nick', 'Rash Guard')",0.4,0.888888888888889
"('Tech Pants',)","('Hoodies', 'Rash Guard')",0.4,0.888888888888889
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Hoodies',)",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Swimming Shirt',)",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies',)",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Swimming Shirt',)",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Swimming Shirt')",0.35,0.8749999999999999
"('Hoodies',)","('Dry Fit V-Nick',)",0.35,0.8749999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard')",0.35,0.8749999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Tech Pants')",0.35,0.8749999999999999
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')",0.35,0.8749999999999999
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick',)",0.35,0.8749999999999999
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick', 'Tech Pants')",0.35,0.8749999999999999
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick',)",0.35,0.8749999999999999
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick',)",0.35,0.8749999999999999
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.35,0.8749999999999999
"('Dry Fit V-Nick', 'Hoodies')","('Swimming Shirt',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies')","('Rash Guard', 'Swimming Shirt')",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies')","('Swimming Shirt', 'Tech Pants')",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies')","('Rash Guard', 'Swimming Shirt', 'Tech Pants')",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')","('Swimming Shirt',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')","('Swimming Shirt', 'Tech Pants')",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies', 'Rash Guard', 'Tech Pants')","('Swimming Shirt',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')","('Swimming Shirt',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')","('Rash Guard', 'Swimming Shirt')",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Hoodies',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')","('Hoodies',)",0.3,0.8571428571428572
"('Dry Fit V-Nick', 'Swimming Shirt', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.3,0.8571428571428572
"('Rash Guard', 'Running Shoe')","('Swimming Shirt',)",0.3,0.8571428571428572
"('Rash Guard', 'Running Shoe')","('Tech Pants',)",0.3,0.8571428571428572
"('Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Hoodies',)",0.3,0.8571428571428572
"('Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies')",0.3,0.8571428571428572
"('Swimming Shirt', 'Tech Pants')","('Hoodies',)",0.3,0.8571428571428572
"('Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies')",0.3,0.8571428571428572
"('Swimming Shirt', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.3,0.8571428571428572
"('Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard')",0.3,0.8571428571428572
"('Socks',)","('Running Shoe',)",0.55,0.8461538461538461
"('Sweatshirts',)","('Running Shoe',)",0.55,0.8461538461538461
"('Rash Guard',)","('Dry Fit V-Nick',)",0.5,0.8333333333333334
"('Rash Guard',)","('Swimming Shirt',)",0.5,0.8333333333333334
"('Socks', 'Sweatshirts')","('Running Shoe',)",0.5,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Dry Fit V-Nick', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Hoodies', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard')","('Running Shoe', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Hoodies', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks')","('Running Shoe', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Dry Fit V-Nick', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Hoodies', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts')","('Running Shoe', 'Socks', 'Tech Pants')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Hoodies', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Rash Guard', 'Tech Pants')","('Running Shoe', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Socks', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Sweatshirts', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Running Shoe',)",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Rash Guard')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Socks')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Running Shoe', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Modern Pants', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Swimming Shirt')","('Tech Pants',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Swimming Shirt')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Modern Pants',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Socks',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Sweatshirts',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Swimming Shirt',)",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Dry Fit V-Nick', 'Swimming Shirt')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Running Shoe', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Running Shoe',)",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Modern Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Modern Pants', 'Running Shoe')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Modern Pants', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Modern Pants', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Modern Pants', 'Running Shoe', 'Sweatshirts')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Modern Pants', 'Running Shoe', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Running Shoe', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Dry Fit V-Nick', 'Modern Pants', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Hoodies', 'Modern Pants', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
"('Rash Guard', 'Socks')","('Modern Pants', 'Running Shoe', 'Sweatshirts', 'Tech Pants')",0.25,0.8333333333333334
